source,destination,time,source_name,destination_name,source_longitude,source_latitude,destination_longitude,destination_latitude,destination_latitude_center,destination_longitude_center,angle,LineText
60200657,60200014,10.0,Karlsplatz,Alaudagasse,16.369268666666667,48.20086866666667,16.38233745,48.153693,-9.637050473450962,2.6696925238983233,0.27024676385774915,U1
60200666,60200014,5.0,Keplerplatz,Alaudagasse,16.37604855,48.179557599999995,16.38233745,48.153693,-4.858445376320925,1.1813164374145595,0.23851845739269428,U1
60200670,60200014,17.0,Kettenbrückengasse,Alaudagasse,16.35808785,48.19663495,16.38233745,48.153693,-14.802806472939844,8.359241623777256,0.5140640644306662,U1
60200743,60200014,19.0,Landstraße,Alaudagasse,16.385223425,48.2063514,16.38233745,48.153693,-18.97152941387538,-1.03974597785286,0.054750822409419045,U1
60200769,60200014,30.0,Leopoldau,Alaudagasse,16.451795349999998,48.27752845,16.38233745,48.153693,-26.16526190335085,-14.6757987697112,0.5111645753176292,U1
60200820,60200014,22.0,Längenfeldgasse,Alaudagasse,16.334985225,48.184854175,16.38233745,48.153693,-12.0938369799688,18.37767958970716,0.9887674794913963,U1
60200827,60200014,20.0,Margaretengürtel,Alaudagasse,16.3430588,48.18848495,16.38233745,48.153693,-13.261193724806471,14.971330635356146,0.8458975333219337,U1
60200863,60200014,23.0,Meidling Hauptstraße,Alaudagasse,16.32785,48.183654950000005,16.38233745,48.153693,-11.082385445413713,20.153925990716605,1.0680397412188258,U1
60200874,60200014,33.0,Michelbeuern - AKH,Alaudagasse,16.344316900000003,48.2213,16.38233745,48.153693,-28.76351740638996,16.175910064423018,0.5122952119175214,U1
60200910,60200014,40.0,Aspern Nord,Alaudagasse,16.5047334,48.23458495,16.38233745,48.153693,-22.054693082206246,-33.37050363793876,0.9867940100542528,U1
60200916,60200014,14.0,Nestroyplatz,Alaudagasse,16.38549955,48.21528995,16.38233745,48.153693,-13.981589165202744,-0.717749549275543,0.05129031019208021,U1
60200937,60200014,25.0,Niederhofstraße,Alaudagasse,16.3311559,48.1808161,16.38233745,48.153693,-11.70628912375355,22.08987992160866,1.0834853624925231,U1
60200942,60200014,42.0,Seestadt,Alaudagasse,16.5084165,48.2261086,16.38233745,48.153693,-20.91844932119069,-36.42002852822574,1.0494381660281487,U1
60200949,60200014,4.0,Oberlaa,Alaudagasse,16.400264,48.142194,16.38233745,48.153693,2.159678939914899,-3.36686603185931,1.0004545790465647,U1
60200950,60200014,34.0,Nußdorfer Straße,Alaudagasse,16.3523609,48.231305899999995,16.38233745,48.153693,-31.716544817603946,12.24992999298038,0.3685809600990827,U1
60200956,60200014,30.0,Ober St. Veit,Alaudagasse,16.276076500000002,48.1922459,16.38233745,48.153693,-10.231791881703257,28.20124881790718,1.222752337707527,U1
60200981,60200014,29.0,Ottakring,Alaudagasse,16.31151455,48.211560950000006,16.38233745,48.153693,-18.3490655917157,22.45688740477885,0.8857273851776657,U1
60201007,60200014,36.0,Perfektastraße,Alaudagasse,16.313495,48.1369569,16.38233745,48.153693,8.504165951638738,34.9811257890164,1.3323153868834687,U1
60201015,60200014,27.0,Philadelphiabrücke,Alaudagasse,16.3313944,48.17351995,16.38233745,48.153693,-9.792811879265468,25.161495096621685,1.1996362751582055,U1
60201018,60200014,18.0,Pilgramgasse,Alaudagasse,16.3543015,48.19215285,16.38233745,48.153693,-14.545520072848825,10.603199791117392,0.6299033447159368,U1
60201035,60200014,27.0,Hütteldorfer Straße,Alaudagasse,16.3114111,48.19979995,16.38233745,48.153693,-14.71576747224673,22.637274299322456,0.9943733093997641,U1
60201040,60200014,15.0,Praterstern,Alaudagasse,16.3924844,48.2188364,16.38233745,48.153693,-14.821279116902462,-2.308611127684996,0.15452159148424036,U1
60201062,60200014,24.0,Spittelau,Alaudagasse,16.358319225,48.235238425,16.38233745,48.153693,-23.022150735059693,6.780897841155722,0.2864382673599964,U1
60201095,60200014,3.5,Reumannplatz,Alaudagasse,16.3778315,48.17515915,16.38233745,48.153693,-3.425349536342271,0.719013597840674,0.20690556806480562,U1
60201104,60200014,21.0,Rochusgasse,Alaudagasse,16.39161305,48.20242785,16.38233745,48.153693,-20.62967211326085,-3.926401469456176,0.18807836990013863,U1
60201124,60200014,21.0,Roßauer Lände,Alaudagasse,16.3675738,48.222349949999995,16.38233745,48.153693,-20.530693546813584,4.414818511199197,0.211809651764364,U1
60201182,60200014,20.0,Schottenring,Alaudagasse,16.37182755,48.21693275,16.38233745,48.153693,-19.72939704761121,3.2788553090537684,0.16468618035827925,U1
60201184,60200014,27.0,Schottentor,Alaudagasse,16.36286685,48.21505689999999,16.38233745,48.153693,-25.735564824072668,8.16582532178797,0.3072493767695737,U1
60201198,60200014,13.0,Schwedenplatz,Alaudagasse,16.378104275,48.21187795,16.38233745,48.153693,-12.965730752943397,0.9433059112386756,0.0726258206042677,U1
60201199,60200014,23.0,Schlachthausgasse,Alaudagasse,16.4067005,48.19446805,16.38233745,48.153693,-19.744089489792437,-11.797072951332796,0.5385784715176882,U1
60201200,60200014,24.0,Schweglerstraße,Alaudagasse,16.3286184,48.19769495,16.38233745,48.153693,-15.208056165889733,18.566502838583883,0.8845095306108322,U1
60201211,60200014,24.0,Schönbrunn,Alaudagasse,16.318894,48.18606495,16.38233745,48.153693,-10.908048268642235,21.377897066104776,1.0989832620123652,U1
60201235,60200014,37.0,Siebenhirten,Alaudagasse,16.309812049999998,48.130395899999996,16.38233745,48.153693,11.315896295361416,35.227127203798865,1.259980961169215,U1
60201260,60200014,29.0,Simmering,Alaudagasse,16.41950995,48.170505950000006,16.38233745,48.153693,-11.950991227863062,-26.42297880011904,1.1460352015929576,U1
60201278,60200014,35.0,Donauspital,Alaudagasse,16.465620350000002,48.219558,16.38233745,48.153693,-21.710964104052014,-27.45239584576481,0.9016543005825367,U1
60201299,60200014,32.0,Stadlau,Alaudagasse,16.44903745,48.21961494999999,16.38233745,48.153693,-22.49428217613327,-22.759773052042785,0.7912647720086663,U1
60201305,60200014,15.0,Stadtpark,Alaudagasse,16.37969205,48.202840949999995,16.38233745,48.153693,-14.978318429708711,0.8062115220265824,0.05377334597882752,U1
60201317,60200014,28.0,Kendlerstraße,Alaudagasse,16.309147449999998,48.20457495,16.38233745,48.153693,-15.98285498322348,22.99017935087172,0.9632966953101265,U1
60201320,60200014,12.0,Stephansplatz,Alaudagasse,16.371564975000002,48.208054399999995,16.38233745,48.153693,-11.771105760378271,2.3326099498179067,0.19562959832262078,U1
60201349,60200014,7.0,Südtiroler Platz,Alaudagasse,16.3734569,48.187400350000004,16.38233745,48.153693,-6.769017626036529,1.7833677070101928,0.2576065537597069,U1
60201366,60200014,8.0,Taubstummengasse,Alaudagasse,16.370349949999998,48.193794,16.38233745,48.153693,-7.66485818652576,2.291276714072098,0.29047732811992466,U1
60201372,60200014,29.0,Thaliastraße,Alaudagasse,16.33791205,48.207669949999996,16.38233745,48.153693,-22.391310536408675,18.429031783089258,0.6886350205368241,U1
60201394,60200014,29.0,Tscherttegasse,Alaudagasse,16.327535949999998,48.16474205,16.38233745,48.153693,-5.731628848628297,28.427951574842176,1.3718440595423467,U1
60201404,60200014,29.0,Unter St. Veit,Alaudagasse,16.2862365,48.19108095,16.38233745,48.153693,-10.514693320133832,27.026676162331412,1.1997662253022643,U1
60201430,60200014,18.0,Volkstheater,Alaudagasse,16.358481025,48.20542455,16.38233745,48.153693,-16.345633501957845,7.5379218236642185,0.4320941908230962,U1
60201433,60200014,16.0,Vorgartenstraße,Alaudagasse,16.4011663,48.2236938,16.38233745,48.153693,-15.450822442398529,-4.15596990526567,0.2627613600841448,U1
60201468,60200014,22.0,Westbahnhof,Alaudagasse,16.338796575,48.196395925,16.38233745,48.153693,-15.40447566414636,15.706754264096787,0.7951139184254989,U1
60201481,60200014,2.0,Neulaa,Alaudagasse,16.3861419,48.145831900000005,16.38233745,48.153693,1.8002563706058898,-0.8712502511293234,0.4507326452033964,U1
60201499,60200014,32.0,Alterlaa,Alaudagasse,16.316873049999998,48.1507169,16.38233745,48.153693,1.453262221199393,31.966983419090933,1.525366256874315,U1
60201510,60200014,35.0,Währinger Straße - Volksoper,Alaudagasse,16.34952705,48.22567205,16.38233745,48.153693,-31.847365919031382,14.517068713046664,0.427693748238814,U1
60201530,60200014,21.0,Zieglergasse,Alaudagasse,16.3462659,48.197144,16.38233745,48.153693,-16.157786360753036,13.413647524825716,0.692866213404377,U1
60201573,60200014,3.0,Troststraße,Alaudagasse,16.380558800000003,48.168459999999996,16.38233745,48.153693,-2.97847250985065,0.35874992413095863,0.11987016809481729,U1
60201667,60200014,32.0,Jägerstraße,Alaudagasse,16.3686969,48.235219,16.38233745,48.153693,-31.56127936349136,5.280686029263105,0.16577974769123177,U1
60201705,60200014,35.0,Handelskai,Alaudagasse,16.385674950000002,48.2418569,16.38233745,48.153693,-34.97494856874696,-1.323998721111583,0.03783756279691326,U1
60201749,60200014,26.0,Gasometer,Alaudagasse,16.417232849999998,48.184859,16.38233745,48.153693,-17.319314180998916,-19.39178579450201,0.8417918469978158,U1
60201858,60200014,27.0,Aderklaaer Straße,Alaudagasse,16.449742450000002,48.2634109,16.38233745,48.153693,-23.00540996264753,-14.133333380718005,0.5509029372232216,U1
60201859,60200014,28.0,Großfeldsiedlung,Alaudagasse,16.447891900000002,48.271023,16.38233745,48.153693,-24.44350993180239,-13.657042952772686,0.5095122801610993,U1
60201860,60200014,26.0,Rennbahnweg,Alaudagasse,16.449594400000002,48.2575738,16.38233745,48.153693,-21.824993967305332,-14.130450747484526,0.5745759411850573,U1
60201891,60200014,25.0,Taborstraße,Alaudagasse,16.3814115,48.219181500000005,16.38233745,48.153693,-24.997501439393766,0.3534427641169381,0.014138181569195968,U1
60201892,60200014,25.0,Messe,Alaudagasse,16.40499785,48.217768050000004,16.38233745,48.153693,-23.569480451842644,-8.335441873722562,0.33992636866143405,U1
60201893,60200014,26.0,Krieau,Alaudagasse,16.4137875,48.2147188,16.38233745,48.153693,-23.111408350371843,-11.9106172830111,0.47585729444128433,U1
60201894,60200014,27.0,Stadion,Alaudagasse,16.42022845,48.21085205,16.38233745,48.153693,-22.504356153890622,-14.9182423260532,0.5853936059177279,U1
60200014,60200027,36.0,Alaudagasse,Alser Straße,16.38233745,48.153693,16.34182805,48.21681995,30.298180190302425,-19.442743560412605,0.5705276587560808,U6
60200027,60200027,0.0,Alser Straße,Alser Straße,16.34182805,48.21681995,16.34182805,48.21681995,0.0,0.0,,U6
60200031,60200027,32.0,Alte Donau,Alser Straße,16.424612449999998,48.23818995,16.34182805,48.21681995,-7.99830164655203,-30.9843052329847,1.3181708853867933,U6
60200033,60200027,34.0,Altes Landgut,Alser Straße,16.383595550000003,48.161794,16.34182805,48.21681995,27.081891436411944,-20.55653560856978,0.6492686003272427,U6
60200048,60200027,15.0,Schöpfwerk,Alser Straße,16.3244684,48.161044950000004,16.34182805,48.21681995,14.322310505585664,4.457737293918356,0.30174046323455145,U6
